Company,Date,Close,High,Low,Open,Volume
"ADANIENT",2025-08-05 00:00:00.000,2328.199951171875,2370,2316,2370,576742
"ADANIENT",2025-08-06 00:00:00.000,2300.300048828125,2347.89990234375,2296,2333.89990234375,631582
"ADANIENT",2025-08-07 00:00:00.000,2249.800048828125,2295,2202.800048828125,2290,1528828
"ADANIPORTS",2025-07-07 00:00:00.000,1435.5999755859375,1437.800048828125,1417,1424.4000244140625,764520
"ADANIPORTS",2025-07-08 00:00:00.000,1448.5,1449.9000244140625,1430,1438,824935
"ADANIPORTS",2025-07-09 00:00:00.000,1443,1455.800048828125,1438.300048828125,1448.4000244140625,1008636
"ADANIPORTS",2025-07-10 00:00:00.000,1443.0999755859375,1450.199951171875,1437.199951171875,1444,1035509
"ADANIPORTS",2025-07-11 00:00:00.000,1431.699951171875,1453.9000244140625,1428.300048828125,1444,819864
"ADANIPORTS",2025-07-14 00:00:00.000,1433,1446.5,1426.0999755859375,1432,718442
"ADANIPORTS",2025-07-15 00:00:00.000,1445.0999755859375,1449.300048828125,1429,1434.4000244140625,735108
"ADANIPORTS",2025-07-16 00:00:00.000,1456.699951171875,1474,1442.9000244140625,1447.5,2488981
"ADANIPORTS",2025-07-17 00:00:00.000,1452.5,1464,1448.9000244140625,1455,1168071
"ADANIPORTS",2025-07-18 00:00:00.000,1443.0999755859375,1456.5,1429.0999755859375,1452.4000244140625,1147990
"ADANIPORTS",2025-07-21 00:00:00.000,1450.5,1453.0999755859375,1430,1442.0999755859375,815780
"ADANIPORTS",2025-07-22 00:00:00.000,1420.699951171875,1454.5,1417.0999755859375,1454.5,976668
"ADANIPORTS",2025-07-23 00:00:00.000,1420.800048828125,1438.5,1419,1430,740816
"ADANIPORTS",2025-07-24 00:00:00.000,1411.5999755859375,1426,1405,1423.199951171875,598011
"ADANIPORTS",2025-07-25 00:00:00.000,1396.300048828125,1416.699951171875,1390,1411.699951171875,744410
"ADANIPORTS",2025-07-28 00:00:00.000,1376,1404.0999755859375,1373.5,1396.300048828125,790020
"ADANIPORTS",2025-07-29 00:00:00.000,1395.9000244140625,1398.699951171875,1373.5999755859375,1376,782760
"ADANIPORTS",2025-07-30 00:00:00.000,1394,1403.0999755859375,1391.5,1398.800048828125,627316
"ADANIPORTS",2025-07-31 00:00:00.000,1373.0999755859375,1395.800048828125,1370.300048828125,1382.0999755859375,1412892
"ADANIPORTS",2025-08-01 00:00:00.000,1347.0999755859375,1375.9000244140625,1342.800048828125,1371,1239941
"ADANIPORTS",2025-08-04 00:00:00.000,1388.9000244140625,1397,1345.199951171875,1349.800048828125,1368323
"ADANIPORTS",2025-08-05 00:00:00.000,1358.0999755859375,1394.199951171875,1346,1392,3000067
"ADANIPORTS",2025-08-06 00:00:00.000,1367.0999755859375,1386.9000244140625,1358.0999755859375,1374,2293293
"ADANIPORTS",2025-08-07 00:00:00.000,1345.4000244140625,1357.9000244140625,1315,1351,2856816
"APOLLOHOSP",2025-07-07 00:00:00.000,7616,7625.5,7535.5,7562.5,449086
"APOLLOHOSP",2025-07-08 00:00:00.000,7565,7635,7554,7605,481581
"APOLLOHOSP",2025-07-09 00:00:00.000,7469,7568.5,7448.5,7545,266815
"APOLLOHOSP",2025-07-10 00:00:00.000,7359,7455,7348,7455,384661
"APOLLOHOSP",2025-07-11 00:00:00.000,7189.5,7384,7159,7355,578061
"APOLLOHOSP",2025-07-14 00:00:00.000,7220,7256.5,7173,7200,670246
"APOLLOHOSP",2025-07-15 00:00:00.000,7360.5,7374,7227.5,7260.5,517978
"APOLLOHOSP",2025-07-16 00:00:00.000,7352.5,7410,7310,7374.5,527782
"APOLLOHOSP",2025-07-17 00:00:00.000,7350.5,7408.5,7331.5,7361,378666
"APOLLOHOSP",2025-07-18 00:00:00.000,7303.5,7384.5,7255,7384.5,192649
"APOLLOHOSP",2025-07-21 00:00:00.000,7254.5,7322.5,7246,7303.5,217270
"APOLLOHOSP",2025-07-22 00:00:00.000,7246.5,7291.5,7216.5,7270,300768
"APOLLOHOSP",2025-07-23 00:00:00.000,7373.5,7390,7244,7251,508883
"APOLLOHOSP",2025-07-24 00:00:00.000,7363.5,7485.5,7349.5,7373,454916
"APOLLOHOSP",2025-07-25 00:00:00.000,7468.5,7483.5,7343.5,7365,434232
"APOLLOHOSP",2025-07-28 00:00:00.000,7356.5,7502,7323,7480,240740
"APOLLOHOSP",2025-07-29 00:00:00.000,7456,7469,7310.5,7356.5,336770
"APOLLOHOSP",2025-07-30 00:00:00.000,7450,7474.5,7400,7460,266922
"APOLLOHOSP",2025-07-31 00:00:00.000,7498,7525,7355,7378,342605
"APOLLOHOSP",2025-08-01 00:00:00.000,7351.5,7538,7331.5,7538,215243
"APOLLOHOSP",2025-08-04 00:00:00.000,7308,7388,7295,7387,260996
"APOLLOHOSP",2025-08-05 00:00:00.000,7274,7342,7235.5,7312,282791
"APOLLOHOSP",2025-08-06 00:00:00.000,7189.5,7279,7164.5,7270,296623
"APOLLOHOSP",2025-08-07 00:00:00.000,7170,7197.5,7053.5,7164,407848
"ASIANPAINT",2025-07-07 00:00:00.000,2442.800048828125,2465.10009765625,2421,2423.300048828125,869054
"ASIANPAINT",2025-07-08 00:00:00.000,2484.60009765625,2488,2437.300048828125,2440.5,1136367
"ASIANPAINT",2025-07-09 00:00:00.000,2498.89990234375,2535,2492.89990234375,2520.5,2328636
"ASIANPAINT",2025-07-10 00:00:00.000,2451.199951171875,2512,2445.10009765625,2507.300048828125,932859
"ASIANPAINT",2025-07-11 00:00:00.000,2439.199951171875,2484.800048828125,2435.5,2447.5,1050411
"ASIANPAINT",2025-07-14 00:00:00.000,2401.60009765625,2448.60009765625,2391,2431.10009765625,891618
"ASIANPAINT",2025-07-15 00:00:00.000,2393.5,2415,2386.300048828125,2409.89990234375,610228
"ASIANPAINT",2025-07-16 00:00:00.000,2410.5,2422.39990234375,2371,2381,1200909
"ASIANPAINT",2025-07-17 00:00:00.000,2398.89990234375,2414,2394,2404.10009765625,526163
"ASIANPAINT",2025-07-18 00:00:00.000,2382.39990234375,2405,2372.300048828125,2400.60009765625,599552
"ASIANPAINT",2025-07-21 00:00:00.000,2375.39990234375,2408,2360.800048828125,2382.39990234375,390931
"ASIANPAINT",2025-07-22 00:00:00.000,2365.199951171875,2380.800048828125,2361.300048828125,2375.39990234375,411317
"ASIANPAINT",2025-07-23 00:00:00.000,2375.39990234375,2384.699951171875,2352.60009765625,2363,368999
"ASIANPAINT",2025-07-24 00:00:00.000,2352.10009765625,2380,2341,2375.39990234375,506960
"ASIANPAINT",2025-07-25 00:00:00.000,2336.199951171875,2350.5,2325.800048828125,2340,383636
"ASIANPAINT",2025-07-28 00:00:00.000,2359.60009765625,2366.39990234375,2320,2336.199951171875,650364
"ASIANPAINT",2025-07-29 00:00:00.000,2401.5,2418.300048828125,2325,2359,1742815
"ASIANPAINT",2025-07-30 00:00:00.000,2415.800048828125,2443.800048828125,2366.5,2409,1685818
"ASIANPAINT",2025-07-31 00:00:00.000,2396.10009765625,2417.199951171875,2373.5,2401.39990234375,1274735
"ASIANPAINT",2025-08-01 00:00:00.000,2431,2472,2378,2378,2225293
"ASIANPAINT",2025-08-04 00:00:00.000,2449.800048828125,2467,2439.60009765625,2443.199951171875,1165898
"ASIANPAINT",2025-08-05 00:00:00.000,2436.800048828125,2463.699951171875,2409.10009765625,2461.89990234375,659094
"ASIANPAINT",2025-08-06 00:00:00.000,2491.199951171875,2505.60009765625,2440,2440,2019109
"ASIANPAINT",2025-08-07 00:00:00.000,2506.5,2510,2466.89990234375,2484.10009765625,1502721
"AXISBANK",2025-07-07 00:00:00.000,1175.0999755859375,1177.5999755859375,1167.5999755859375,1177.5999755859375,5783402
"AXISBANK",2025-07-08 00:00:00.000,1165.4000244140625,1180,1161.9000244140625,1180,9973619
"AXISBANK",2025-07-09 00:00:00.000,1164.699951171875,1171,1158.5999755859375,1160,8674795
"AXISBANK",2025-07-10 00:00:00.000,1164.300048828125,1176.5999755859375,1163,1170.0999755859375,4339755
"AXISBANK",2025-07-11 00:00:00.000,1173.800048828125,1175.9000244140625,1160.5999755859375,1162,4468654
"AXISBANK",2025-07-14 00:00:00.000,1172.699951171875,1179.9000244140625,1163,1179,4772502
"AXISBANK",2025-07-15 00:00:00.000,1165.9000244140625,1179,1162.300048828125,1174,4776756
"AXISBANK",2025-07-16 00:00:00.000,1168.4000244140625,1174,1157.0999755859375,1164.9000244140625,4388279
"AXISBANK",2025-07-17 00:00:00.000,1159.800048828125,1172.9000244140625,1154.800048828125,1170,5694428
"AXISBANK",2025-07-18 00:00:00.000,1099.300048828125,1115.9000244140625,1086,1090,38053695
"AXISBANK",2025-07-21 00:00:00.000,1099.5999755859375,1101.5,1071.9000244140625,1086,15905500
"AXISBANK",2025-07-22 00:00:00.000,1098,1110.5999755859375,1095,1102,9999957
"AXISBANK",2025-07-23 00:00:00.000,1104.800048828125,1110.5,1098.0999755859375,1099.5,6633979
"AXISBANK",2025-07-24 00:00:00.000,1095.0999755859375,1105,1089.4000244140625,1104,9901209
"AXISBANK",2025-07-25 00:00:00.000,1086.0999755859375,1101,1076.199951171875,1086.0999755859375,11779887
"AXISBANK",2025-07-28 00:00:00.000,1073.5999755859375,1092.199951171875,1067.4000244140625,1080.9000244140625,9029557
"AXISBANK",2025-07-29 00:00:00.000,1064.199951171875,1078.699951171875,1055.4000244140625,1070.9000244140625,15599773
"AXISBANK",2025-07-30 00:00:00.000,1073.300048828125,1080.5999755859375,1062,1070.5,8247433
"AXISBANK",2025-07-31 00:00:00.000,1068.4000244140625,1081.300048828125,1063.9000244140625,1066,7634413
"AXISBANK",2025-08-01 00:00:00.000,1062.4000244140625,1070.9000244140625,1060,1065,5545447
"AXISBANK",2025-08-04 00:00:00.000,1068.5999755859375,1070,1059,1064.4000244140625,4465845
"AXISBANK",2025-08-05 00:00:00.000,1070.800048828125,1079.9000244140625,1062.5,1068,5318081
"AXISBANK",2025-08-06 00:00:00.000,1071,1077.699951171875,1065.5999755859375,1074,4216651
"AXISBANK",2025-08-07 00:00:00.000,1076.199951171875,1079.699951171875,1064.5,1067.800048828125,5321100
"BAJAJ-AUTO",2025-07-07 00:00:00.000,8463.5,8484,8404,8433,123117
"BAJAJ-AUTO",2025-07-08 00:00:00.000,8339.5,8474,8291,8463,253579
"BAJAJ-AUTO",2025-07-09 00:00:00.000,8361,8376,8310.5,8350,157280
"BAJAJ-AUTO",2025-07-10 00:00:00.000,8285,8394,8268,8394,229552
"BAJAJ-AUTO",2025-07-11 00:00:00.000,8067,8300,8045.5,8285.5,539579
"BAJAJ-AUTO",2025-07-14 00:00:00.000,8087.5,8120,8035.5,8090,248351
"BAJAJ-AUTO",2025-07-15 00:00:00.000,8311,8326,8090,8128,366546
"BAJAJ-AUTO",2025-07-16 00:00:00.000,8302.5,8345,8184.5,8311,275493
"BAJAJ-AUTO",2025-07-17 00:00:00.000,8330,8355,8262.5,8278.5,249880
"BAJAJ-AUTO",2025-07-18 00:00:00.000,8347.5,8365,8305,8305,268313
"BAJAJ-AUTO",2025-07-21 00:00:00.000,8438.5,8450,8306,8306,253964
"BAJAJ-AUTO",2025-07-22 00:00:00.000,8295,8470,8277,8470,302466
"BAJAJ-AUTO",2025-07-23 00:00:00.000,8397,8405,8290.5,8313.5,194644
"BAJAJ-AUTO",2025-07-24 00:00:00.000,8288.5,8435,8276,8409.5,298692
"BAJAJ-AUTO",2025-07-25 00:00:00.000,8075.5,8280,8044.5,8275,554118
"BAJAJ-AUTO",2025-07-28 00:00:00.000,8089.5,8158,8075,8075.5,232171
"BAJAJ-AUTO",2025-07-29 00:00:00.000,8127.5,8146,8056,8089.5,209998
"BAJAJ-AUTO",2025-07-30 00:00:00.000,8043.5,8132.5,8025,8090.5,222804
"BAJAJ-AUTO",2025-07-31 00:00:00.000,8008,8094,7930.5,7990,297025
"BAJAJ-AUTO",2025-08-01 00:00:00.000,8044.5,8091,7951.5,8008,329818
"BAJAJ-AUTO",2025-08-04 00:00:00.000,8187.5,8205,8044.5,8044.5,221221
"BAJAJ-AUTO",2025-08-05 00:00:00.000,8230.5,8236.5,8130,8176,194083
"BAJAJ-AUTO",2025-08-06 00:00:00.000,8178.5,8269,8120,8269,515934
"BAJAJ-AUTO",2025-08-07 00:00:00.000,8229,8249,7858.5,8070,456137
"BAJAJFINSV",2025-07-07 00:00:00.000,2006.4000244140625,2016.9000244140625,1993,1996.800048828125,861699
"BAJAJFINSV",2025-07-08 00:00:00.000,2018.300048828125,2020.5999755859375,1998.699951171875,2000,986803
"BAJAJFINSV",2025-07-09 00:00:00.000,2026.4000244140625,2037.5999755859375,2012,2013,1161769
"BAJAJFINSV",2025-07-10 00:00:00.000,2039.4000244140625,2049,2021.800048828125,2034,1230564
"BAJAJFINSV",2025-07-11 00:00:00.000,2017.199951171875,2040.699951171875,2000.199951171875,2037,1145529
"BAJAJFINSV",2025-07-14 00:00:00.000,2003.5999755859375,2015,1989,2010,605261
"BAJAJFINSV",2025-07-15 00:00:00.000,2036.5,2046,2004.0999755859375,2010,888117
"BAJAJFINSV",2025-07-16 00:00:00.000,2036,2043.699951171875,2018.0999755859375,2040.0999755859375,633132
"BAJAJFINSV",2025-07-17 00:00:00.000,2026.5,2047.5,2020.300048828125,2037.5999755859375,458912
"BAJAJFINSV",2025-07-18 00:00:00.000,2029.5999755859375,2038.9000244140625,2007.300048828125,2029.9000244140625,995783
"BAJAJFINSV",2025-07-21 00:00:00.000,2053.89990234375,2056,2017.5999755859375,2026.9000244140625,999643
"BAJAJFINSV",2025-07-22 00:00:00.000,2039.5999755859375,2049,2015.199951171875,2047.9000244140625,1214275
"BAJAJFINSV",2025-07-23 00:00:00.000,2060.5,2063.199951171875,2033.699951171875,2047.699951171875,878101
"BAJAJFINSV",2025-07-24 00:00:00.000,2032.300048828125,2060.60009765625,2025,2060.5,658995
"BAJAJFINSV",2025-07-25 00:00:00.000,1985.800048828125,2000,1932.9000244140625,1999,4102292
"BAJAJFINSV",2025-07-28 00:00:00.000,1977.800048828125,2023,1971.0999755859375,1990,1469727
"BAJAJFINSV",2025-07-29 00:00:00.000,1972.5999755859375,1984.5,1943.800048828125,1977.800048828125,847965
"BAJAJFINSV",2025-07-30 00:00:00.000,1959.800048828125,1989.0999755859375,1945.0999755859375,1972.699951171875,932988
"BAJAJFINSV",2025-07-31 00:00:00.000,1948,1968.300048828125,1941.0999755859375,1953.0999755859375,985553
"BAJAJFINSV",2025-08-01 00:00:00.000,1916.300048828125,1977.9000244140625,1911.199951171875,1945,836974
"BAJAJFINSV",2025-08-04 00:00:00.000,1933.5999755859375,1944.4000244140625,1923,1923,982532
"BAJAJFINSV",2025-08-05 00:00:00.000,1939.4000244140625,1942.699951171875,1916,1930.0999755859375,1101680
"BAJAJFINSV",2025-08-06 00:00:00.000,1924,1946.699951171875,1912.199951171875,1939.4000244140625,875588
"BAJAJFINSV",2025-08-07 00:00:00.000,1914,1932.9000244140625,1890.5999755859375,1919.699951171875,905339
"BAJFINANCE",2025-07-07 00:00:00.000,924.6500244140625,929.29998779296875,918.0999755859375,925,3383973
"BAJFINANCE",2025-07-08 00:00:00.000,927.6500244140625,929.5,918.79998779296875,918.79998779296875,3851432
"BAJFINANCE",2025-07-09 00:00:00.000,940.5999755859375,946,924,926.5,5341529
"BAJFINANCE",2025-07-10 00:00:00.000,947.6500244140625,951.70001220703125,942.25,943,5409906
"BAJFINANCE",2025-07-11 00:00:00.000,933.5,947.1500244140625,931.54998779296875,938.70001220703125,4278038
"BAJFINANCE",2025-07-14 00:00:00.000,918.8499755859375,932,911.29998779296875,932,6657978
"BAJFINANCE",2025-07-15 00:00:00.000,928.4000244140625,930.5999755859375,918,919,3892075
"BAJFINANCE",2025-07-16 00:00:00.000,921.75,927,919.4000244140625,924,3952491
"BAJFINANCE",2025-07-17 00:00:00.000,923.29998779296875,926.25,916,925.95001220703125,4583882
"BAJFINANCE",2025-07-18 00:00:00.000,942,944.9000244140625,920,920.5,7893820
"BAJFINANCE",2025-07-21 00:00:00.000,948.45001220703125,951,937.3499755859375,938.9000244140625,4660232
"BAJFINANCE",2025-07-22 00:00:00.000,952.54998779296875,962,940,955,6237382
"BAJFINANCE",2025-07-23 00:00:00.000,968.29998779296875,970.95001220703125,953.6500244140625,954,9694991
"BAJFINANCE",2025-07-24 00:00:00.000,958.95001220703125,970,954,970,5189112
"BAJFINANCE",2025-07-25 00:00:00.000,913.75,924.9000244140625,898,906.4000244140625,24415481
"BAJFINANCE",2025-07-28 00:00:00.000,880.5,913.75,879,909.25,14011284
"BAJFINANCE",2025-07-29 00:00:00.000,886.54998779296875,894,873.5,875.04998779296875,11323854
"BAJFINANCE",2025-07-30 00:00:00.000,884.8499755859375,892.5999755859375,875,890.95001220703125,5054496
"BAJFINANCE",2025-07-31 00:00:00.000,881.20001220703125,887.8499755859375,868,872,6999179
"BAJFINANCE",2025-08-01 00:00:00.000,875.5999755859375,895.8499755859375,873,884.79998779296875,5300299
"BAJFINANCE",2025-08-04 00:00:00.000,885.29998779296875,886.75,873.70001220703125,874,3969985
"BAJFINANCE",2025-08-05 00:00:00.000,891.9000244140625,893.5999755859375,882.4000244140625,889,4446791
"BAJFINANCE",2025-08-06 00:00:00.000,876.6500244140625,895.5,874.5999755859375,888,4212648
"BAJFINANCE",2025-08-07 00:00:00.000,879.0999755859375,882,867.25,871,5997467
"BHARTIARTL",2025-07-07 00:00:00.000,2017.037841796875,2019.1204073963843,1993.9309635639677,2001.2696375863966,4165432
"BHARTIARTL",2025-07-08 00:00:00.000,2013.1700439453125,2018.1285908515817,1998.0961097735637,2009.2032064202972,3624619
"BHARTIARTL",2025-07-09 00:00:00.000,2002.9554443359375,2023.7813419187191,1981.931253294726,2018.128646712418,2937734
"BHARTIARTL",2025-07-10 00:00:00.000,1948.213134765625,2011.7816836964873,1946.0314224882566,2011.7816836964873,5695845
"BHARTIARTL",2025-07-11 00:00:00.000,1905.96630859375,1942.8578496282753,1898.3300736247704,1925.8996432020544,13103980
"BHARTIARTL",2025-07-14 00:00:00.000,1904.974609375,1911.5198671988896,1884.4461521740072,1899.1234997073275,5269381
"BHARTIARTL",2025-07-15 00:00:00.000,1918.164306640625,1926.8913979367326,1907.2555030496296,1908.8423349640334,4163140
"BHARTIARTL",2025-07-16 00:00:00.000,1920.54443359375,1927.8831074944278,1912.809172772721,1927.8831074944278,4211258
"BHARTIARTL",2025-07-17 00:00:00.000,1913.9000244140625,1928.7756656405695,1911.6190443360201,1927.585541707482,6256455
"BHARTIARTL",2025-07-18 00:00:00.000,1901,1916,1891.800048828125,1915.0999755859375,4643961
"BHARTIARTL",2025-07-21 00:00:00.000,1909.199951171875,1919.9000244140625,1892.5999755859375,1894.800048828125,5109654
"BHARTIARTL",2025-07-22 00:00:00.000,1906.800048828125,1911.300048828125,1883,1909.199951171875,4513541
"BHARTIARTL",2025-07-23 00:00:00.000,1943.800048828125,1949,1907.300048828125,1920,5194282
"BHARTIARTL",2025-07-24 00:00:00.000,1936.0999755859375,1970.4000244140625,1933.699951171875,1943.800048828125,4150685
"BHARTIARTL",2025-07-25 00:00:00.000,1937.9000244140625,1952.699951171875,1925,1936.0999755859375,3896884
"BHARTIARTL",2025-07-28 00:00:00.000,1890.300048828125,1930,1885,1930,3575044
"BHARTIARTL",2025-07-29 00:00:00.000,1918.300048828125,1923.5999755859375,1880,1880,3748040
"BHARTIARTL",2025-07-30 00:00:00.000,1932.5999755859375,1939.199951171875,1922.0999755859375,1934,5044683
"BHARTIARTL",2025-07-31 00:00:00.000,1914.300048828125,1926.5,1895.5999755859375,1913,4674966
"BHARTIARTL",2025-08-01 00:00:00.000,1884.4000244140625,1919.699951171875,1878,1914,5192594
"BHARTIARTL",2025-08-04 00:00:00.000,1914.5999755859375,1919.9000244140625,1878.5,1892,3074380
"BHARTIARTL",2025-08-05 00:00:00.000,1931.800048828125,1937.5999755859375,1912.0999755859375,1920,5167672
"BHARTIARTL",2025-08-06 00:00:00.000,1929.699951171875,1964.800048828125,1921.5999755859375,1930,5461349
"BHARTIARTL",2025-08-07 00:00:00.000,1922.5999755859375,1933.300048828125,1909.0999755859375,1928.0999755859375,4268450
"BPCL",2025-07-07 00:00:00.000,345.30047607421875,346.33488772838206,338.35507196229423,340.67018662302752,8603937
"BPCL",2025-07-08 00:00:00.000,350.3248291015625,353.32957160435819,343.5271937216462,344.80789674073816,12905482
"BPCL",2025-07-09 00:00:00.000,343.33013916015625,351.0636935014133,342.49274256386639,350.32481945730967,8039090
"BPCL",2025-07-10 00:00:00.000,345.74380493164063,347.61561315579843,342.88680125465788,346.58117145952,6580919
"BPCL",2025-07-11 00:00:00.000,339.73431396484375,347.41859250588271,338.20728946710165,346.58119585420008,4803470
"BPCL",2025-07-14 00:00:00.000,339.29095458984375,343.03460111392548,337.76396025999765,340.71945643249603,5372218
"BPCL",2025-07-15 00:00:00.000,342.88681030273438,345.30047759288067,341.01500202918339,342.49275015012296,6270256
"BPCL",2025-07-16 00:00:00.000,342.68978881835938,346.48268160379331,342.24645236446457,344.85713464942023,8426412
"BPCL",2025-07-17 00:00:00.000,341.60610961914063,344.70937468129512,339.14319606745255,344.41383708103763,4026086
"BPCL",2025-07-18 00:00:00.000,338.40432739257813,346.23640463765292,337.02510179463485,342.34498913805214,5631392
"BPCL",2025-07-21 00:00:00.000,337.51766967773438,339.58652301614751,334.4144047025456,338.40431251852232,5051058
"BPCL",2025-07-22 00:00:00.000,335.30105590820313,339.24171757878025,334.90699575411793,337.51767809790272,4447293
"BPCL",2025-07-23 00:00:00.000,339.34024047851563,339.8820694328258,331.80370097398463,336.77880437706386,5089227
"BPCL",2025-07-24 00:00:00.000,336.33547973632813,339.78355882280312,334.66071650467279,339.34025240774594,3270996
"BPCL",2025-07-25 00:00:00.000,327.9615478515625,336.33545355251937,326.13898589191137,335.05475058890579,3514659
"BPCL",2025-07-28 00:00:00.000,328.45413208007813,333.33071274297708,326.08974117816342,327.41972045575966,5630809
"BPCL",2025-07-29 00:00:00.000,329.98117065429688,332.29628534782125,328.25713116303064,331.01558232311146,7809814
"BPCL",2025-07-30 00:00:00.000,332.04998779296875,338.45356292669652,325.104583712332,329.04524533308756,11366010
"BPCL",2025-07-31 00:00:00.000,329.29998779296875,331.25,323.10000610351563,330,6867024
"BPCL",2025-08-01 00:00:00.000,317.85000610351563,329.29998779296875,316.54998779296875,329,4105518
"BPCL",2025-08-04 00:00:00.000,317.85000610351563,320.75,314.89999389648438,320.14999389648438,3536322
"BPCL",2025-08-05 00:00:00.000,315.10000610351563,318,309.54998779296875,317,6730701
"BPCL",2025-08-06 00:00:00.000,315.75,318.14999389648438,314.39999389648438,315.5,3601019
"BPCL",2025-08-07 00:00:00.000,310.35000610351563,314.04998779296875,307.14999389648438,313.29998779296875,5017910
"BRITANNIA",2025-07-07 00:00:00.000,5807.88720703125,5823.1867059620763,5713.12902010484,5724.9737934706409,259829
"BRITANNIA",2025-07-08 00:00:00.000,5763.4697265625,5845.3960816412273,5736.3254522894276,5813.8100170325615,423998
"BRITANNIA",2025-07-09 00:00:00.000,5805.9130859375,5823.6802460100735,5738.299171216875,5782.22353917407,232000
"BRITANNIA",2025-07-10 00:00:00.000,5801.96484375,5853.7857274343951,5774.8205713438883,5828.6155839305466,191446
"BRITANNIA",2025-07-11 00:00:00.000,5684.0107421875,5828.1221545968729,5643.04756674237,5801.9649461801027,175941
"BRITANNIA",2025-07-14 00:00:00.000,5703.2587890625,5733.3642568829227,5669.6985954266183,5692.4010793567732,218865
"BRITANNIA",2025-07-15 00:00:00.000,5710.66162109375,5744.71534608342,5687.4656055210762,5724.9740562343359,164143
"BRITANNIA",2025-07-16 00:00:00.000,5711.6484375,5753.5986766071892,5661.8016827961637,5710.6613730504187,261589
"BRITANNIA",2025-07-17 00:00:00.000,5732.376953125,5784.1978381941453,5710.6615346198341,5717.5709859623867,196555
"BRITANNIA",2025-07-18 00:00:00.000,5661.30810546875,5744.7150507938495,5651.9309932724373,5732.3767452723851,196043
"BRITANNIA",2025-07-21 00:00:00.000,5608.0068359375,5666.73717242228,5595.6685299533019,5660.8147855498655,329167
"BRITANNIA",2025-07-22 00:00:00.000,5634.65771484375,5664.2696499309559,5561.12140937719,5621.8258763059612,235846
"BRITANNIA",2025-07-23 00:00:00.000,5645.51513671875,5682.5300536917293,5596.6554463144175,5662.7887646394738,246735
"BRITANNIA",2025-07-24 00:00:00.000,5599.61669921875,5677.1012595728262,5578.3948132619016,5650.450519068876,229097
"BRITANNIA",2025-07-25 00:00:00.000,5521.638671875,5624.2933772512961,5497.94912448047,5599.6167653819939,233003
"BRITANNIA",2025-07-28 00:00:00.000,5551.744140625,5595.668509770313,5498.9361912031072,5524.1063353200843,173142
"BRITANNIA",2025-07-29 00:00:00.000,5553.224609375,5581.8494784954892,5499.923128943743,5529.0415302904485,363002
"BRITANNIA",2025-07-30 00:00:00.000,5672.65966796875,5684.010909691674,5554.2119282512886,5554.2119282512886,176798
"BRITANNIA",2025-07-31 00:00:00.000,5696.34912109375,5749.6506030793789,5645.51530031116,5671.6725090633663,344973
"BRITANNIA",2025-08-01 00:00:00.000,5723,5822.693515005174,5701.7781131424626,5724.4805967575021,244870
"BRITANNIA",2025-08-04 00:00:00.000,5787,5802,5714,5752.5,189672
"BRITANNIA",2025-08-05 00:00:00.000,5635.5,5795,5610.5,5795,380387
"BRITANNIA",2025-08-06 00:00:00.000,5402.5,5625,5371,5599.5,1123534
"BRITANNIA",2025-08-07 00:00:00.000,5476.5,5560,5380.5,5380.5,795967
"CIPLA",2025-07-07 00:00:00.000,1510.5,1519.199951171875,1506.5,1516,1061434
"CIPLA",2025-07-08 00:00:00.000,1488.300048828125,1510.5,1477.0999755859375,1505.5,2197699
"CIPLA",2025-07-09 00:00:00.000,1491.699951171875,1501.699951171875,1486,1486,1364142
"CIPLA",2025-07-10 00:00:00.000,1477.800048828125,1490.9000244140625,1463.199951171875,1489,2178068
"CIPLA",2025-07-11 00:00:00.000,1485,1490.5,1470,1480,920651
"CIPLA",2025-07-14 00:00:00.000,1484,1492.5,1476,1488.9000244140625,1554680
"CIPLA",2025-07-15 00:00:00.000,1490.9000244140625,1492.4000244140625,1469.4000244140625,1483.800048828125,1203850
"CIPLA",2025-07-16 00:00:00.000,1475.800048828125,1485,1468.199951171875,1485,1569604
"CIPLA",2025-07-17 00:00:00.000,1482.4000244140625,1489,1472,1475,1349535
"CIPLA",2025-07-18 00:00:00.000,1482.300048828125,1484.800048828125,1470,1481.0999755859375,1001794
"CIPLA",2025-07-21 00:00:00.000,1473.9000244140625,1482.5,1468.5,1481.0999755859375,1198993
"CIPLA",2025-07-22 00:00:00.000,1464.4000244140625,1479.4000244140625,1454.5,1475,1908949
"CIPLA",2025-07-23 00:00:00.000,1473.5,1476.5,1462.4000244140625,1465.300048828125,1268156
"CIPLA",2025-07-24 00:00:00.000,1487.9000244140625,1490,1470.300048828125,1470.5,1389152
"CIPLA",2025-07-25 00:00:00.000,1532.5,1553.699951171875,1469,1485,5226395
"CIPLA",2025-07-28 00:00:00.000,1572,1577,1520.5,1541.199951171875,3843168
"CIPLA",2025-07-29 00:00:00.000,1574,1579.4000244140625,1559.5999755859375,1563.4000244140625,1303888
"CIPLA",2025-07-30 00:00:00.000,1559.4000244140625,1579.9000244140625,1551.199951171875,1574.300048828125,1390012
"CIPLA",2025-07-31 00:00:00.000,1554.5999755859375,1564.699951171875,1536.5999755859375,1540,2457841
"CIPLA",2025-08-01 00:00:00.000,1502.800048828125,1549.699951171875,1494,1544,2109707
"CIPLA",2025-08-04 00:00:00.000,1515.0999755859375,1519.300048828125,1505,1510,549494
